REF_DATE,GEO,Commodity,"Machinery and equipment, domestic and imported",VALUE,STATUS
2007-01,Canada,"Switchgear, switchboard, relays and industrial control apparatus",Imported,101.9,NA
2007-01,Canada,Wiring devices,Total domestic and imported,103.4,NA
2007-01,Canada,Wiring devices,Domestic,100,NA
2007-01,Canada,Wiring devices,Imported,106.4,NA
2007-01,Canada,Passenger cars,Total domestic and imported,110.9,NA
2007-01,Canada,Passenger cars,Domestic,100.7,NA
2007-01,Canada,Passenger cars,Imported,112.8,NA
2007-01,Canada,Buses,Total domestic and imported,106.3,NA
2007-01,Canada,Buses,Domestic,102.3,NA
2007-01,Canada,Buses,Imported,106.4,NA
2007-01,Canada,Aircraft parts and equipment,Total domestic and imported,100.2,NA
2007-01,Canada,Aircraft parts and equipment,Domestic,93.8,NA
2007-01,Canada,Aircraft parts and equipment,Imported,105.5,NA
2007-01,Canada,Railroad rolling stocks,Imported,107.8,NA
2007-01,Canada,Ships,Imported,105.8,NA
2007-01,Canada,Sporting and athletic goods,Total domestic and imported,104.2,NA
2007-01,Canada,Sporting and athletic goods,Domestic,94.9,NA
2007-01,Canada,Sporting and athletic goods,Imported,110.8,NA
2007-01,Canada,Signs,Imported,109.9,NA
2007-04,Canada,Carpets and rugs,Total domestic and imported,99.9,NA
2007-04,Canada,Carpets and rugs,Domestic,99.2,NA
2007-04,Canada,Carpets and rugs,Imported,99.1,NA
2007-04,Canada,Wood containers and pallets,Imported,103,NA
2007-04,Canada,Prefabricated wood buildings and components,Total domestic and imported,90.8,NA
2007-04,Canada,Prefabricated wood buildings and components,Domestic,90.3,NA
2007-04,Canada,Prefabricated wood buildings and components,Imported,99.1,NA
2007-04,Canada,Springs and wire products,Total domestic and imported,92.9,NA
2007-04,Canada,Springs and wire products,Domestic,94.1,NA
2007-04,Canada,Springs and wire products,Imported,89.6,NA
2007-04,Canada,Computers and computer peripheral equipment,Imported,117.8,NA
2007-04,Canada,Telephone apparatus,Imported,107.1,NA
2007-04,Canada,Transformers,Total domestic and imported,95.4,NA
2007-04,Canada,Transformers,Domestic,103.8,NA
2007-04,Canada,Transformers,Imported,92.6,NA
2007-04,Canada,Electric motors and generators,Total domestic and imported,97.3,NA
2007-04,Canada,Electric motors and generators,Domestic,95.1,NA
2007-04,Canada,Electric motors and generators,Imported,97.4,NA
2007-04,Canada,"Switchgear, switchboard, relays and industrial control apparatus",Total domestic and imported,96.8,NA
2007-04,Canada,"Switchgear, switchboard, relays and industrial control apparatus",Domestic,98.4,NA
2007-04,Canada,"Switchgear, switchboard, relays and industrial control apparatus",Imported,96.7,NA
2007-04,Canada,Wiring devices,Total domestic and imported,98.9,NA
2007-04,Canada,Wiring devices,Domestic,99.4,NA
2007-04,Canada,Wiring devices,Imported,100.4,NA
2007-04,Canada,Passenger cars,Total domestic and imported,103.1,NA
2007-04,Canada,Passenger cars,Domestic,99,NA
2007-04,Canada,Passenger cars,Imported,103.7,NA
2007-04,Canada,Buses,Total domestic and imported,100.5,NA
2007-04,Canada,Buses,Domestic,100.8,NA
2007-04,Canada,Buses,Imported,99.8,NA
2007-04,Canada,Aircraft parts and equipment,Total domestic and imported,98.3,NA
2007-04,Canada,Aircraft parts and equipment,Domestic,95.3,NA
2007-04,Canada,Aircraft parts and equipment,Imported,100.4,NA
2007-04,Canada,Railroad rolling stocks,Imported,101.1,NA
2007-04,Canada,Ships,Imported,97.6,NA
2007-04,Canada,Sporting and athletic goods,Total domestic and imported,100.5,NA
2007-04,Canada,Sporting and athletic goods,Domestic,95.2,NA
2007-04,Canada,Sporting and athletic goods,Imported,104.1,NA
2007-04,Canada,Signs,Imported,103.6,NA
2007-07,Canada,Carpets and rugs,Total domestic and imported,97.7,NA
2007-07,Canada,Carpets and rugs,Domestic,99,NA
2007-07,Canada,Carpets and rugs,Imported,94.8,NA
2007-07,Canada,Wood containers and pallets,Imported,97.9,NA
2007-07,Canada,Prefabricated wood buildings and components,Total domestic and imported,91.7,NA
2007-07,Canada,Prefabricated wood buildings and components,Domestic,91.3,NA
2007-07,Canada,Prefabricated wood buildings and components,Imported,94.6,NA
2007-07,Canada,Springs and wire products,Total domestic and imported,91.6,NA
2007-07,Canada,Springs and wire products,Domestic,94.1,NA
2007-07,Canada,Springs and wire products,Imported,86.2,NA
2007-07,Canada,Computers and computer peripheral equipment,Imported,121.4,NA
2007-07,Canada,Telephone apparatus,Imported,102.2,NA
2007-07,Canada,Transformers,Total domestic and imported,92.7,NA
2007-07,Canada,Transformers,Domestic,103.9,NA
2007-07,Canada,Transformers,Imported,89.1,NA
2007-07,Canada,Electric motors and generators,Total domestic and imported,93.3,NA
2007-07,Canada,Electric motors and generators,Domestic,95,NA
2007-07,Canada,Electric motors and generators,Imported,93.2,NA
2007-07,Canada,"Switchgear, switchboard, relays and industrial control apparatus",Total domestic and imported,93,NA
2007-07,Canada,"Switchgear, switchboard, relays and industrial control apparatus",Domestic,98.4,NA
2007-07,Canada,"Switchgear, switchboard, relays and industrial control apparatus",Imported,92.3,NA
2007-07,Canada,Wiring devices,Total domestic and imported,96.8,NA
2007-07,Canada,Wiring devices,Domestic,100.4,NA
2007-07,Canada,Wiring devices,Imported,96.9,NA
2007-07,Canada,Passenger cars,Total domestic and imported,97.2,NA
2007-07,Canada,Passenger cars,Domestic,95.3,NA
2007-07,Canada,Passenger cars,Imported,97.4,NA
2007-07,Canada,Buses,Total domestic and imported,95.9,NA
2007-07,Canada,Buses,Domestic,98.2,NA
2007-07,Canada,Buses,Imported,94.8,NA
2007-07,Canada,Aircraft parts and equipment,Total domestic and imported,96.4,NA
2007-07,Canada,Aircraft parts and equipment,Domestic,95.9,NA
2007-07,Canada,Aircraft parts and equipment,Imported,96.2,NA
2007-07,Canada,Railroad rolling stocks,Imported,97.3,NA
2007-07,Canada,Ships,Imported,93.9,NA
2007-07,Canada,Sporting and athletic goods,Total domestic and imported,98.2,NA
2007-07,Canada,Sporting and athletic goods,Domestic,96,NA
2007-07,Canada,Sporting and athletic goods,Imported,99.5,NA
2007-07,Canada,Signs,Imported,98.1,NA
2007-10,Canada,Carpets and rugs,Total domestic and imported,95.2,NA
2007-10,Canada,Carpets and rugs,Domestic,99.1,NA
2007-10,Canada,Carpets and rugs,Imported,89.6,NA
2007-10,Canada,Wood containers and pallets,Imported,91.8,NA
2007-10,Canada,Prefabricated wood buildings and components,Total domestic and imported,94,NA
2007-10,Canada,Prefabricated wood buildings and components,Domestic,93.6,NA
2007-10,Canada,Prefabricated wood buildings and components,Imported,89,NA
2007-10,Canada,Springs and wire products,Total domestic and imported,89.6,NA
2007-10,Canada,Springs and wire products,Domestic,94.1,NA
2007-10,Canada,Springs and wire products,Imported,81.3,NA
2007-10,Canada,Computers and computer peripheral equipment,Imported,111.8,NA
2007-10,Canada,Telephone apparatus,Imported,95.8,NA
2007-10,Canada,Transformers,Total domestic and imported,88.8,NA
2007-10,Canada,Transformers,Domestic,103.3,NA
2007-10,Canada,Transformers,Imported,84.2,NA
2007-10,Canada,Electric motors and generators,Total domestic and imported,88.1,NA
2007-10,Canada,Electric motors and generators,Domestic,93.5,NA
2007-10,Canada,Electric motors and generators,Imported,88,NA
2007-10,Canada,"Switchgear, switchboard, relays and industrial control apparatus",Total domestic and imported,89.2,NA
2007-10,Canada,"Switchgear, switchboard, relays and industrial control apparatus",Domestic,98.4,NA
2007-10,Canada,"Switchgear, switchboard, relays and industrial control apparatus",Imported,87.8,NA
2007-10,Canada,Wiring devices,Total domestic and imported,93.4,NA
2007-10,Canada,Wiring devices,Domestic,101,NA
2007-10,Canada,Wiring devices,Imported,91.7,NA
2007-10,Canada,Passenger cars,Total domestic and imported,95.5,NA
2007-10,Canada,Passenger cars,Domestic,96.5,NA
2007-10,Canada,Passenger cars,Imported,95.1,NA
2007-10,Canada,Buses,Total domestic and imported,90.6,NA
2007-10,Canada,Buses,Domestic,95.4,NA
2007-10,Canada,Buses,Imported,89.1,NA
2007-10,Canada,Aircraft parts and equipment,Total domestic and imported,93.9,NA
2007-10,Canada,Aircraft parts and equipment,Domestic,96.3,NA
2007-10,Canada,Aircraft parts and equipment,Imported,90.8,NA
2007-10,Canada,Railroad rolling stocks,Imported,92,NA
2007-10,Canada,Ships,Imported,88.7,NA
2007-10,Canada,Sporting and athletic goods,Total domestic and imported,94.9,NA
2007-10,Canada,Sporting and athletic goods,Domestic,96.5,NA
2007-10,Canada,Sporting and athletic goods,Imported,93.6,NA
2007-10,Canada,Signs,Imported,92.5,NA
2008-01,Canada,Carpets and rugs,Total domestic and imported,95.9,NA
2008-01,Canada,Carpets and rugs,Domestic,98.8,NA
2008-01,Canada,Carpets and rugs,Imported,91.3,NA
2008-01,Canada,Wood containers and pallets,Imported,93.5,NA
2008-01,Canada,Prefabricated wood buildings and components,Total domestic and imported,96.1,NA
2008-01,Canada,Prefabricated wood buildings and components,Domestic,95.7,NA
2008-01,Canada,Prefabricated wood buildings and components,Imported,91.6,NA
2008-01,Canada,Springs and wire products,Total domestic and imported,91.1,NA
2008-01,Canada,Springs and wire products,Domestic,94.1,NA
2008-01,Canada,Springs and wire products,Imported,85.1,NA
2008-01,Canada,Computers and computer peripheral equipment,Imported,111.7,NA
2008-01,Canada,Telephone apparatus,Imported,98.8,NA
2008-01,Canada,Transformers,Total domestic and imported,93.7,NA
2008-01,Canada,Transformers,Domestic,103.8,NA
2008-01,Canada,Transformers,Imported,90.4,NA
2008-01,Canada,Electric motors and generators,Total domestic and imported,91.4,NA
2008-01,Canada,Electric motors and generators,Domestic,94.7,NA
2008-01,Canada,Electric motors and generators,Imported,91.4,NA
2008-01,Canada,"Switchgear, switchboard, relays and industrial control apparatus",Total domestic and imported,91.2,NA
2008-01,Canada,"Switchgear, switchboard, relays and industrial control apparatus",Domestic,98.4,NA
2008-01,Canada,"Switchgear, switchboard, relays and industrial control apparatus",Imported,90.1,NA
2008-01,Canada,Wiring devices,Total domestic and imported,96.4,NA
2008-01,Canada,Wiring devices,Domestic,100.1,NA
2008-01,Canada,Wiring devices,Imported,96.4,NA
2008-01,Canada,Passenger cars,Total domestic and imported,97,NA
2008-01,Canada,Passenger cars,Domestic,96.9,NA
2008-01,Canada,Passenger cars,Imported,96.9,NA
2008-01,Canada,Buses,Total domestic and imported,93.2,NA
2008-01,Canada,Buses,Domestic,98.9,NA
2008-01,Canada,Buses,Imported,91.5,NA
2008-01,Canada,Aircraft parts and equipment,Total domestic and imported,96.9,NA
2008-01,Canada,Aircraft parts and equipment,Domestic,98.3,NA
2008-01,Canada,Aircraft parts and equipment,Imported,94.7,NA
2008-01,Canada,Railroad rolling stocks,Imported,94,NA
2008-01,Canada,Ships,Imported,91.6,NA
2008-01,Canada,Sporting and athletic goods,Total domestic and imported,94.9,NA
2008-01,Canada,Sporting and athletic goods,Domestic,96.4,NA
2008-01,Canada,Sporting and athletic goods,Imported,93.7,NA
2008-01,Canada,Signs,Imported,95.1,NA
2008-04,Canada,Carpets and rugs,Total domestic and imported,96.3,NA
2008-04,Canada,Carpets and rugs,Domestic,98.8,NA
2008-04,Canada,Carpets and rugs,Imported,92.1,NA
2008-04,Canada,Wood containers and pallets,Imported,95.4,NA
2008-04,Canada,Prefabricated wood buildings and components,Total domestic and imported,97.3,NA
2008-04,Canada,Prefabricated wood buildings and components,Domestic,96.8,NA
2008-04,Canada,Prefabricated wood buildings and components,Imported,93.5,NA
2008-04,Canada,Springs and wire products,Total domestic and imported,94,NA
2008-04,Canada,Springs and wire products,Domestic,94.1,NA
2008-04,Canada,Springs and wire products,Imported,92.3,NA
2008-04,Canada,Computers and computer peripheral equipment,Imported,111.4,NA
2008-04,Canada,Telephone apparatus,Imported,99.6,NA
2008-04,Canada,Transformers,Total domestic and imported,97.5,NA
2008-04,Canada,Transformers,Domestic,104.7,NA
2008-04,Canada,Transformers,Imported,95.1,NA
2008-04,Canada,Electric motors and generators,Total domestic and imported,93.3,NA
2008-04,Canada,Electric motors and generators,Domestic,95.8,NA
2008-04,Canada,Electric motors and generators,Imported,93.3,NA
2008-04,Canada,"Switchgear, switchboard, relays and industrial control apparatus",Total domestic and imported,92.9,NA
2008-04,Canada,"Switchgear, switchboard, relays and industrial control apparatus",Domestic,98.4,NA
2008-04,Canada,"Switchgear, switchboard, relays and industrial control apparatus",Imported,92.2,NA
2008-04,Canada,Wiring devices,Total domestic and imported,100.6,NA
2008-04,Canada,Wiring devices,Domestic,104.7,NA
2008-04,Canada,Wiring devices,Imported,100.5,NA
2008-04,Canada,Passenger cars,Total domestic and imported,97.1,NA
2008-04,Canada,Passenger cars,Domestic,97.8,NA
2008-04,Canada,Passenger cars,Imported,96.9,NA
2008-04,Canada,Buses,Total domestic and imported,96,NA
2008-04,Canada,Buses,Domestic,99.5,NA
2008-04,Canada,Buses,Imported,94.7,NA
2008-04,Canada,Aircraft parts and equipment,Total domestic and imported,97.5,NA
2008-04,Canada,Aircraft parts and equipment,Domestic,98.6,NA
2008-04,Canada,Aircraft parts and equipment,Imported,95.6,NA
2008-04,Canada,Railroad rolling stocks,Imported,95.2,NA
2008-04,Canada,Ships,Imported,92.3,NA
2008-04,Canada,Sporting and athletic goods,Total domestic and imported,94.9,NA
2008-04,Canada,Sporting and athletic goods,Domestic,96.4,NA
2008-04,Canada,Sporting and athletic goods,Imported,93.7,NA
2008-04,Canada,Signs,Imported,95.2,NA
2008-07,Canada,Carpets and rugs,Total domestic and imported,98.6,NA
2008-07,Canada,Carpets and rugs,Domestic,99.1,NA
2008-07,Canada,Carpets and rugs,Imported,96.6,NA
2008-07,Canada,Wood containers and pallets,Imported,99.1,NA
2008-07,Canada,Prefabricated wood buildings and components,Total domestic and imported,98,NA
2008-07,Canada,Prefabricated wood buildings and components,Domestic,97.5,NA
2008-07,Canada,Prefabricated wood buildings and components,Imported,98.8,NA
2008-07,Canada,Springs and wire products,Total domestic and imported,97.2,NA
2008-07,Canada,Springs and wire products,Domestic,94.1,NA
2008-07,Canada,Springs and wire products,Imported,100.5,NA
2008-07,Canada,Computers and computer peripheral equipment,Imported,113.6,NA
2008-07,Canada,Telephone apparatus,Imported,102.7,NA
2008-07,Canada,Transformers,Total domestic and imported,103.3,NA
2008-07,Canada,Transformers,Domestic,107.5,NA
2008-07,Canada,Transformers,Imported,101.7,NA
2008-07,Canada,Electric motors and generators,Total domestic and imported,98.3,NA
2008-07,Canada,Electric motors and generators,Domestic,100.8,NA
2008-07,Canada,Electric motors and generators,Imported,98.2,NA
2008-07,Canada,"Switchgear, switchboard, relays and industrial control apparatus",Total domestic and imported,97.4,NA
2008-07,Canada,"Switchgear, switchboard, relays and industrial control apparatus",Domestic,98.4,NA
2008-07,Canada,"Switchgear, switchboard, relays and industrial control apparatus",Imported,97.4,NA
2008-07,Canada,Wiring devices,Total domestic and imported,106.4,NA
2008-07,Canada,Wiring devices,Domestic,108.3,NA
2008-07,Canada,Wiring devices,Imported,107.4,NA
2008-07,Canada,Passenger cars,Total domestic and imported,100.1,NA
2008-07,Canada,Passenger cars,Domestic,97.9,NA
2008-07,Canada,Passenger cars,Imported,100.4,NA
2008-07,Canada,Buses,Total domestic and imported,100.9,NA
2008-07,Canada,Buses,Domestic,100.8,NA
2008-07,Canada,Buses,Imported,100.3,NA
2008-07,Canada,Aircraft parts and equipment,Total domestic and imported,100,NA
2008-07,Canada,Aircraft parts and equipment,Domestic,99.5,NA
2008-07,Canada,Aircraft parts and equipment,Imported,99.5,NA
2008-07,Canada,Railroad rolling stocks,Imported,99.5,NA
2008-07,Canada,Ships,Imported,96.5,NA
2008-07,Canada,Sporting and athletic goods,Total domestic and imported,97.6,NA
2008-07,Canada,Sporting and athletic goods,Domestic,97.2,NA
2008-07,Canada,Sporting and athletic goods,Imported,97.8,NA
2008-07,Canada,Signs,Imported,101.1,NA
2008-10,Canada,Carpets and rugs,Total domestic and imported,107.2,NA
2008-10,Canada,Carpets and rugs,Domestic,99.3,NA
2008-10,Canada,Carpets and rugs,Imported,114,NA
2008-10,Canada,Wood containers and pallets,Imported,115.3,NA
2008-10,Canada,Prefabricated wood buildings and components,Total domestic and imported,98.5,NA
2008-10,Canada,Prefabricated wood buildings and components,Domestic,97.8,NA
2008-10,Canada,Prefabricated wood buildings and components,Imported,116.5,NA
2008-10,Canada,Springs and wire products,Total domestic and imported,104.6,NA
2008-10,Canada,Springs and wire products,Domestic,94.1,NA
2008-10,Canada,Springs and wire products,Imported,118.7,NA
2008-10,Canada,Computers and computer peripheral equipment,Imported,131.4,NA
2008-10,Canada,Telephone apparatus,Imported,119.2,NA
2008-10,Canada,Transformers,Total domestic and imported,112.4,NA
